customer_id,email,segment,region,signup_date,monthly_spend,status,cancelled_date
CUST-1150,customer1150@example.com,SMB,US-West,2024-08-18,158.94,active,
CUST-1271,customer1271@example.com,Self-Serve,APAC,2024-07-04,67.13,active,
CUST-1305,customer1305@example.com,Self-Serve,APAC,2025-01-25,98.96,active,
CUST-1195,customer1195@example.com,SMB,EU,2026-02-24,167.12,active,
CUST-1166,customer1166@example.com,SMB,APAC,2024-10-08,130.99,active,
CUST-1280,customer1280@example.com,Self-Serve,EU,2024-07-11,66.04,active,
CUST-1299,customer1299@example.com,Self-Serve,APAC,2025-04-02,41.06,active,
CUST-1324,customer1324@example.com,Self-Serve,US-West,2025-08-02,25.3,active,
CUST-1319,customer1319@example.com,Self-Serve,US-East,2024-04-10,49.93,active,
CUST-1140,customer1140@example.com,SMB,EU,2025-11-10,302.85,cancelled,2026-09-05
CUST-1064,customer1064@example.com,Mid-Market,APAC,2025-04-29,785.61,active,
CUST-1033,customer1033@example.com,Enterprise,APAC,2024-05-21,2545.46,active,
CUST-1075,customer1075@example.com,Mid-Market,US-West,2026-02-10,749.47,active,
CUST-1311,customer1311@example.com,Self-Serve,US-West,2025-02-23,16.73,active,
CUST-1164,customer1164@example.com,SMB,US-West,2026-02-08,435.95,active,
CUST-1041,customer1041@example.com,Enterprise,APAC,2024-06-10,2019.47,active,
CUST-1037,customer1037@example.com,Enterprise,EU,2025-04-24,7826.47,active,
CUST-1227,customer1227@example.com,SMB,EU,2025-06-27,270.2,active,
CUST-1251,customer1251@example.com,Self-Serve,US-West,2024-06-09,59.68,cancelled,2026-09-09
CUST-1379,customer1379@example.com,Self-Serve,US-East,2025-10-19,14.55,active,
CUST-1351,customer1351@example.com,Self-Serve,EU,2025-05-08,77.19,active,
CUST-1218,customer1218@example.com,SMB,EU,2024-12-14,452.13,active,
CUST-1205,customer1205@example.com,SMB,EU,2025-03-14,127.58,active,
CUST-1245,customer1245@example.com,Self-Serve,US-East,2025-07-30,99.45,cancelled,2026-09-11
CUST-1031,customer1031@example.com,Enterprise,EU,2025-07-05,6482.08,active,
CUST-1015,customer1015@example.com,Enterprise,US-East,2025-12-22,2274.95,active,
CUST-1329,customer1329@example.com,Self-Serve,APAC,2024-01-10,91.11,active,
CUST-1234,customer1234@example.com,SMB,EU,2025-08-26,492.2,active,
CUST-1154,customer1154@example.com,SMB,APAC,2025-01-28,259.86,active,
CUST-1266,customer1266@example.com,Self-Serve,US-East,2024-01-27,30.6,active,
CUST-1337,customer1337@example.com,Self-Serve,APAC,2025-11-05,34.7,active,
CUST-1372,customer1372@example.com,Self-Serve,US-East,2024-10-13,72.13,active,
CUST-1022,customer1022@example.com,Enterprise,EU,2025-01-23,7937.14,active,
CUST-1314,customer1314@example.com,Self-Serve,APAC,2024-12-02,95.87,active,
CUST-1113,customer1113@example.com,Mid-Market,US-West,2025-01-13,1144.68,active,
CUST-1257,customer1257@example.com,Self-Serve,US-West,2025-10-02,48.26,active,
CUST-1231,customer1231@example.com,SMB,US-East,2024-11-19,397.15,active,
CUST-1055,customer1055@example.com,Enterprise,US-West,2025-07-06,6277.69,active,
CUST-1303,customer1303@example.com,Self-Serve,APAC,2026-03-05,13.93,active,
CUST-1262,customer1262@example.com,Self-Serve,EU,2025-04-24,72.98,active,
CUST-1185,customer1185@example.com,SMB,US-West,2024-12-01,281.88,active,
CUST-1229,customer1229@example.com,SMB,EU,2025-04-09,222.65,active,
CUST-1243,customer1243@example.com,Self-Serve,US-East,2025-02-14,61.93,cancelled,2026-09-17
CUST-1032,customer1032@example.com,Enterprise,APAC,2025-03-14,4171.98,active,
CUST-1381,customer1381@example.com,Self-Serve,US-West,2025-08-01,16.17,active,
CUST-1058,customer1058@example.com,Enterprise,US-East,2024-08-18,4028.51,active,
CUST-1269,customer1269@example.com,Self-Serve,US-West,2026-02-20,52.35,active,
CUST-1215,customer1215@example.com,SMB,APAC,2025-08-06,234.56,active,
